X,Y,Z
1.6156957013092794,0.0019932159172506275,2.442382125640254
1.615706216714711,0.0019727276832889164,2.4423728374649056
1.6156798395296654,0.0019056300306825684,2.442399151290767
1.6156633614961267,0.0020509088812940457,2.4424142057463394
1.615688985767311,0.0019706246553024805,2.4423902033039178
1.6156870032972197,0.0019823528008902237,2.442390379022188
1.615712782592587,0.001910192322855964,2.442366538338733
1.6157349556948113,0.001934955459545103,2.44234748287444
1.6157594028660967,0.001970161505934714,2.442325408525078
1.6157624674902453,0.0019434542024588319,2.4423225739727963
1.6157723774851696,0.001927730179648981,2.4423175686896164
1.615770098823129,0.001894088128640369,2.4423223240302336
1.6158005543564486,0.00195989069878247,2.442300407874852
1.6157962935624106,0.0020373511722969885,2.4423072310567306
1.615808347369149,0.001972300752754888,2.4423013190590876
1.61581609379898,0.0019661405065925625,2.442298937973052
1.6158189407588002,0.0019089454745328325,2.4422987896926482
1.6158091991621912,0.0020094512809869037,2.442305775317057
1.6158392264485997,0.0019867987728843226,2.442275590365459
1.6158868681177772,0.0020238440168441466,2.4422310398413396
1.6158773392846946,0.0019615087723594492,2.4422378814874928
1.6158606874088761,0.001967530810010149,2.442249652572295
1.6158777734000356,0.0019396890480242058,2.442230680178368
1.6158751648393064,0.001891047608500685,2.4422314894335098
1.6158236820361616,0.0019033636201291042,2.4422753675001956
1.6157914426395683,0.0019230532435574777,2.4422998704442365
1.6157829398755177,0.0018635953148961782,2.4423032401079596
1.6157415107290733,0.001894277774031705,2.4423375725151857
1.6157307416951208,0.001899871598459594,2.442347946185232
1.6156950982754439,0.0018907664019789513,2.442380229176498
1.6156540803485313,0.0020109706277061127,2.442415901946669
1.615659871494628,0.0019640443851466345,2.4424104044753454
1.6156417501647462,0.002049264393462642,2.442425905510344
1.615660468513008,0.0019954398109044507,2.442412864802548
1.6156761714917691,0.0019789465286247864,2.4423995905825864
1.6157074155134221,0.002015890972150397,2.442376993520771
1.615726546891499,0.0020478602875424867,2.4423646550075775
1.6157600455519794,0.0019822410252626145,2.442340156127935
1.615797095865877,0.002017077373442867,2.4423124315160583
1.6158268514592102,0.0020452646224155126,2.4422909168624125
1.6158586988039874,0.0020098389634880458,2.4422670099114625
1.6158842875837203,0.0019580802266002937,2.442244034495051
1.6159410491439647,0.002016240968224144,2.4421945025252185
1.6159753993842536,0.002027227247786365,2.4421677641325372
1.6159731846757117,0.0019271831471225661,2.442171420746058
1.615961313535427,0.0020266970640625847,2.4421803905933235
1.615971355997124,0.0019527428353931834,2.4421670476541006
1.61596630687768,0.0019361543114021055,2.442168077932125
1.615934958230008,0.0018701019163700479,2.4421906005589324
1.6159227046291682,0.0019124268286456179,2.442200577087182
1.6158690491211327,0.0019086647617046135,2.4422502970638496
1.6158240489607414,0.00196023743724032,2.4422881885771774
1.61579165939352,0.001879650081413331,2.4423152817320357
1.6157720079231204,0.0019286687110663303,2.44233272440911
1.615741755769267,0.001956035578271086,2.4423562879464837
1.615750002432354,0.0019360723333018707,2.44234549727065
1.615735942828293,0.001959142227787237,2.442354416514829
1.6157353993992167,0.001987301846088127,2.442351429352569
1.6157346213027193,0.0020178367650221245,2.442351347429902
1.6157803761345373,0.002040110818534614,2.4423127918083636
1.615758012696388,0.0019691208702221825,2.442335113579941
1.6157870277439266,0.0019540334302673933,2.4423093787335555
1.615801523452375,0.0019752987792993238,2.4422970837803066
1.6158208288553193,0.0018997321276910267,2.4422783972308846
1.6158196828081701,0.0019530023784568495,2.4422775894680697
1.6158138998477407,0.0018578207412270028,2.442280183885275
1.6158198131891,0.0019123288496787404,2.442274201076856
1.6158256221939016,0.0018064657341555956,2.442268031847515
1.6157875772244152,0.0018839628271264904,2.442300495349566
1.6157800698484288,0.0018297150500189497,2.4423106642300176
1.615745673384209,0.001848339216370247,2.4423418839408217
1.6157233573876313,0.0018758141973552478,2.442362280195726
1.615706559527096,0.0019289534414415205,2.442376259494873
1.615716004959421,0.0019813602216709456,2.4423665821779488
1.6157071047403901,0.0020207243959389012,2.4423735112328138
1.61568743155262,0.001992117477030821,2.4423911672887266
1.6156954214106223,0.002042275449352035,2.4423818528937895
1.6157192241972314,0.0020704349871943513,2.442362692329869
1.6157102866791915,0.001977650748101422,2.4423728720671694
1.6157161060376768,0.0020087280363753207,2.4423684288069345
1.6157281583544443,0.00195340352695235,2.442355925112725
1.6157088581890244,0.0019876146135422135,2.442370386374667
1.615737308287755,0.0019181396141798534,2.4423431908995967
1.615733691499052,0.001947120882504658,2.442346066295501
1.615728525819513,0.0019587341132975334,2.442350686422901
1.6157208564112253,0.0018829932469124025,2.442356283764738
1.6157186201607678,0.0018906657554487638,2.442360414060277
1.6157155982370703,0.001919281353764397,2.4423672509457033
1.6156920327849245,0.0018833513605183182,2.442387341756789
1.615694288021028,0.0019668195239468484,2.4423855443931624
1.615697882071285,0.0019555134271269396,2.442382099280927
1.6156774017445206,0.0019822300444254214,2.442400476799037
1.615721377981928,0.002017572627288902,2.442364410251886
