q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
0.00119848,0.00763841,0.00766981,-0.000577625,-0.00442805,-0.00116529,-1.87848e-06,1.65195e-05,0.00070868,-0.000708749
0.00115763,0.00762654,0.00766322,-0.000578521,-0.00445166,-0.00116574,-5.69349e-06,5.97244e-07,0.000702135,-0.000702517
0.00118383,0.00762455,0.00765754,-0.000575833,-0.00445738,-0.00116509,-5.22583e-06,7.79628e-06,0.000703534,-0.000703413
0.00118154,0.0075722,0.0076694,-0.000576308,-0.0044392,-0.00116555,1.78294e-06,2.30983e-05,0.000693823,-0.000694342
0.00121349,0.00754425,0.00766669,-0.000575357,-0.00444498,-0.00116493,-1.7745e-05,1.05931e-05,0.000697663,-0.000697946
0.00116364,0.0075218,0.0076671,-0.000575455,-0.00445007,-0.00116539,5.63422e-08,2.07737e-05,0.000700826,-0.0007011
0.00119399,0.00750882,0.0076664,-0.000572522,-0.00445054,-0.00116463,-1.11487e-05,1.10259e-05,0.000702318,-0.000702557
0.00121095,0.00750157,0.00765477,-0.000570632,-0.00446554,-0.0011636,-1.26767e-06,1.13074e-07,0.000697654,-0.000697995
0.00119859,0.00751884,0.00764624,-0.0005708,-0.00448486,-0.00116469,3.82611e-07,1.56791e-05,0.000703287,-0.000703469
0.00121288,0.00751775,0.00764006,-0.000570889,-0.00450171,-0.00116506,-2.67873e-06,2.02649e-05,0.000702912,-0.000703183
0.00123031,0.00753049,0.00762976,-0.000570692,-0.00451983,-0.00116598,-1.84751e-06,1.88384e-05,0.00069824,-0.000698203
0.00124921,0.007529,0.00763111,-0.000571967,-0.0045224,-0.00116588,-2.13941e-05,1.75565e-05,0.000695748,-0.000695667
0.00126296,0.00756071,0.00763058,-0.000572899,-0.00451601,-0.00116505,-2.04674e-06,9.83621e-07,0.000699088,-0.000698807
0.00121904,0.00753224,0.00764106,-0.000572144,-0.00450167,-0.0011647,-8.10756e-07,4.13409e-05,0.000697612,-0.000697448
0.00120968,0.00755551,0.00763903,-0.000570402,-0.00450744,-0.00116456,-9.16155e-07,1.03579e-06,0.000704385,-0.000704602
0.00122283,0.00757792,0.00762646,-0.000570772,-0.00450458,-0.0011649,1.77176e-07,5.5264e-06,0.000699499,-0.00069919
0.00117605,0.00760156,0.00761783,-0.000571657,-0.0045143,-0.00116484,-3.23262e-06,5.6414e-06,0.000703128,-0.000703327
0.00120902,0.00760447,0.00761539,-0.00057275,-0.00452235,-0.00116537,-9.11533e-06,6.18202e-06,0.000701579,-0.000701919
0.00115012,0.0076029,0.00761458,-0.000574436,-0.00453397,-0.00116537,-9.95391e-06,7.6101e-06,0.000700657,-0.000701118
0.00118385,0.00761384,0.0076085,-0.000574289,-0.00453812,-0.0011661,-1.45401e-05,1.22965e-06,0.000701729,-0.000701867
0.00111833,0.00762438,0.00760292,-0.000574488,-0.0045443,-0.00116656,-1.44663e-06,-7.45377e-07,0.000703809,-0.000704119
0.00116632,0.00759246,0.00760808,-0.000576712,-0.00454377,-0.00116566,-3.94952e-06,1.37166e-05,0.00070597,-0.000706168
0.00113275,0.00757839,0.00761395,-0.000576253,-0.00452489,-0.00116589,-1.40118e-05,1.03168e-05,0.000694159,-0.000694718
0.0011443,0.00754811,0.0076189,-0.00057596,-0.00451716,-0.00116587,-2.22091e-05,2.2664e-05,0.000705148,-0.000705167
0.00116132,0.00754056,0.00760977,-0.000575987,-0.00450993,-0.0011665,5.99349e-07,2.02614e-05,0.000697285,-0.000696989
0.00119422,0.00753172,0.00760771,-0.00057329,-0.00451547,-0.0011665,-8.32518e-06,8.6064e-06,0.000697979,-0.000698029
0.00122665,0.00755003,0.00759692,-0.000574947,-0.00452063,-0.00116678,-2.94531e-06,7.7753e-06,0.000698733,-0.00069861
0.00125102,0.00754158,0.00759993,-0.000574024,-0.00452588,-0.00116677,7.92041e-07,1.37176e-05,0.000704689,-0.000704956
0.00123333,0.0075353,0.0075915,-0.000575577,-0.00451975,-0.00116655,-4.46793e-06,2.16939e-05,0.00069647,-0.00069634
0.00126437,0.00754876,0.00758526,-0.00057752,-0.00452988,-0.00116772,4.97379e-07,1.25877e-05,0.000699155,-0.000699448
0.00128178,0.00756804,0.00758124,-0.000579073,-0.00451994,-0.00116833,1.17086e-06,8.71747e-06,0.000699648,-0.000699265
0.00122436,0.00755135,0.00758966,-0.000579165,-0.0045076,-0.00116567,-9.59663e-06,1.92685e-05,0.000694748,-0.000695225
0.00124359,0.00756119,0.00758325,-0.000579888,-0.00450282,-0.00116623,-8.41586e-06,3.98896e-06,0.000704526,-0.000704582
0.00120934,0.00757514,0.00757963,-0.000579023,-0.00451537,-0.00116609,-1.36164e-05,1.20091e-05,0.000706366,-0.000706682
0.00123053,0.00756709,0.00757569,-0.00058031,-0.00452535,-0.00116608,-6.40253e-07,4.63077e-06,0.000699824,-0.000699842
0.00118751,0.00758942,0.00757573,-0.00057914,-0.00454162,-0.00116607,-1.73177e-05,2.04046e-05,0.000705721,-0.000705985
0.00120545,0.00759378,0.00756884,-0.000579947,-0.00454124,-0.00116594,3.3438e-07,2.53107e-06,0.000702677,-0.000702394
0.00121264,0.00758626,0.00757312,-0.000577198,-0.00454391,-0.00116446,-1.03448e-05,1.92663e-05,0.00069978,-0.000699678
0.00116577,0.00758353,0.00757089,-0.000579482,-0.00454705,-0.00116539,8.81571e-07,9.58751e-06,0.000700922,-0.000701075
0.00117052,0.00758384,0.00756692,-0.000580825,-0.004533,-0.00116618,-2.40238e-06,7.5431e-06,0.000701371,-0.000701158
0.00118823,0.00756721,0.00757844,-0.000578415,-0.00451351,-0.00116664,2.30604e-06,1.35116e-05,0.000693401,-0.000693246
0.00116601,0.00754752,0.00758159,-0.000579674,-0.00451386,-0.00116667,-2.00421e-06,2.49379e-06,0.000705814,-0.000705858
0.00121767,0.00754983,0.0075804,-0.000581528,-0.00451028,-0.00116648,-6.85125e-06,2.00801e-05,0.000706455,-0.000706329
0.00121067,0.00755019,0.0075828,-0.000581894,-0.00451201,-0.00116611,1.02565e-06,2.46408e-05,0.000703279,-0.000703274
0.00122722,0.00753708,0.00758124,-0.0005802,-0.00450986,-0.00116501,-6.11516e-06,6.78954e-07,0.000697518,-0.000697502
0.00124906,0.00756501,0.00758261,-0.000580317,-0.00449929,-0.00116425,-1.16991e-05,6.93416e-07,0.000699739,-0.000700015
0.00124924,0.00752454,0.00759637,-0.00058005,-0.0044856,-0.00116257,-5.91275e-06,2.92615e-05,0.000693873,-0.000693714
0.00124223,0.00754221,0.00759287,-0.000581484,-0.00448689,-0.00116108,-2.88716e-06,3.72072e-06,0.000703367,-0.000703726
0.00120554,0.00756226,0.00758617,-0.000579992,-0.00449563,-0.00116124,8.86952e-07,1.36388e-05,0.000698075,-0.000698434
0.00120916,0.0075728,0.00758193,-0.000582068,-0.0045106,-0.00116239,2.42536e-07,2.89631e-09,0.000706054,-0.000706326
0.00124582,0.00758752,0.00758763,-0.000581854,-0.00448799,-0.00116275,-6.54687e-07,2.36675e-06,0.000694751,-0.000694898
0.00118099,0.00756996,0.00759289,-0.000584033,-0.00447623,-0.0011629,-1.60497e-05,2.08494e-05,0.000699583,-0.000699448
0.00119796,0.00756077,0.00759399,-0.000585805,-0.00447517,-0.00116431,-5.94271e-06,-3.08871e-06,0.000699417,-0.000699211
0.00120201,0.007582,0.00758993,-0.000587028,-0.00448314,-0.00116524,-1.6653e-06,1.2007e-05,0.000697385,-0.000697544
0.00116186,0.00758144,0.00758842,-0.000583254,-0.00449053,-0.0011639,-6.02427e-06,9.38277e-07,0.000700113,-0.000700108
0.00118987,0.00760745,0.00758174,-0.000581413,-0.00450378,-0.00116237,-1.02927e-05,4.56537e-06,0.00070082,-0.000700702
0.00117716,0.00759707,0.0075884,-0.000580005,-0.00449927,-0.00116204,-7.84938e-06,2.59943e-08,0.000698961,-0.000698965
0.00114764,0.00755857,0.00760254,-0.000581023,-0.00448279,-0.00116309,-1.48595e-06,2.99063e-05,0.000693775,-0.000694212
0.00122935,0.00756868,0.00760657,-0.000581168,-0.00446133,-0.00116316,-2.35014e-05,-3.60159e-06,0.000694877,-0.000694777
0.00122525,0.00754443,0.00761951,-0.00058129,-0.00443901,-0.00116361,-1.10836e-06,2.24252e-06,0.000691257,-0.000691296
0.00121129,0.00753033,0.00762914,-0.000581435,-0.00441623,-0.001164,1.4091e-07,2.10299e-06,0.000691939,-0.000691896
0.00126301,0.00751646,0.0076407,-0.000581589,-0.00439377,-0.0011644,-1.37363e-06,4.19922e-06,0.000691287,-0.000691308
0.00125007,0.00751047,0.00765102,-0.0005818,-0.0043808,-0.00116492,5.35901e-07,3.12562e-06,0.000697285,-0.000697499
0.00125883,0.00753427,0.00765116,-0.00057887,-0.00437369,-0.00116368,-3.76299e-06,2.40926e-05,0.000699747,-0.000699454
0.00122184,0.00753452,0.0076589,-0.000578172,-0.00437342,-0.00116268,1.47527e-06,1.82379e-06,0.000701131,-0.000701272
0.00124779,0.00756388,0.00765229,-0.000575394,-0.00438717,-0.00116127,-1.72143e-05,1.58258e-05,0.000701771,-0.000702027
0.00122759,0.00759502,0.00764811,-0.000576648,-0.00440469,-0.00116218,-7.44633e-06,-1.21364e-07,0.000702936,-0.000702757
0.00123891,0.00760475,0.00765193,-0.00057805,-0.00440085,-0.00116136,-1.21235e-05,2.98133e-05,0.00069989,-0.000699834
0.00115779,0.00761055,0.00765391,-0.000578659,-0.00441666,-0.0011619,-3.81963e-06,6.43858e-06,0.000700213,-0.000700638
0.00117743,0.00762871,0.00764923,-0.000579333,-0.00443681,-0.00116213,-6.07774e-06,6.22023e-06,0.000706767,-0.00070705
0.00118825,0.00764544,0.00764555,-0.000578933,-0.00444244,-0.00116084,-4.53887e-06,8.89752e-07,0.000700286,-0.000700262
0.00115987,0.00762275,0.00764857,-0.000577479,-0.00445393,-0.00116004,-1.07084e-05,7.61831e-06,0.000705536,-0.000705907
0.00118904,0.00760853,0.00764016,-0.000578898,-0.00445888,-0.00116105,-7.46329e-06,2.44321e-06,0.000699939,-0.000699927
0.0011637,0.00760058,0.00763524,-0.000581002,-0.00447308,-0.00116212,-7.01894e-07,-6.00462e-07,0.000699965,-0.000700361
0.00120146,0.00759729,0.00762794,-0.000579651,-0.00447948,-0.00116178,-2.17784e-06,1.27241e-05,0.000693308,-0.000693258
0.00123852,0.00757647,0.00762717,-0.000581758,-0.00451247,-0.00116306,-1.56791e-06,-8.96758e-07,0.000700856,-0.000701282
0.00122494,0.00757619,0.00761603,-0.000582484,-0.00450874,-0.00116296,-2.22908e-05,-3.95554e-06,0.000692488,-0.000692185
0.00122942,0.00752533,0.00762355,-0.000583733,-0.00451211,-0.0011642,1.52433e-06,3.84185e-05,0.000697803,-0.000698171
0.00123972,0.00750804,0.00761312,-0.000585254,-0.00450351,-0.00116477,1.20666e-06,3.28863e-06,0.000699467,-0.000699006
0.0012084,0.00751672,0.00761718,-0.000585993,-0.00448866,-0.00116531,-6.46962e-06,2.16941e-06,0.000695117,-0.000695385
0.00123938,0.00748137,0.00762343,-0.00058392,-0.00448191,-0.0011643,-9.74071e-06,3.84997e-05,0.000701594,-0.000701734
0.00123055,0.00749738,0.007616,-0.000585348,-0.00448183,-0.00116503,-4.16894e-06,-1.13245e-06,0.000699356,-0.000699284
0.00123815,0.00751825,0.00760666,-0.000585133,-0.00448229,-0.00116452,-1.05859e-06,2.47956e-05,0.000698918,-0.000699343
0.00122266,0.00752502,0.0076015,-0.000584672,-0.00449132,-0.00116351,-8.20011e-06,3.29236e-06,0.000698291,-0.000698266
0.00120645,0.0075585,0.00759472,-0.000585411,-0.00450879,-0.00116383,-1.94933e-07,6.13935e-06,0.000701894,-0.000701787
0.00123178,0.00758796,0.00759228,-0.00058647,-0.00451307,-0.00116357,-4.70572e-06,1.71039e-05,0.000697937,-0.00069768
0.00119009,0.00758601,0.00759511,-0.000586952,-0.00452179,-0.00116356,4.16596e-06,1.24693e-05,0.000698593,-0.000698467
0.00115948,0.00760248,0.00759267,-0.000588948,-0.00453442,-0.00116431,-1.97789e-07,1.15434e-05,0.00070119,-0.000701499
0.00120113,0.00761763,0.00758888,-0.000589754,-0.00453708,-0.00116471,4.9943e-07,1.30658e-05,0.000705429,-0.000705536
0.0012247,0.00761956,0.00758825,-0.00059118,-0.00453505,-0.00116419,-1.18331e-06,2.38089e-06,0.00070696,-0.000706908
0.00119029,0.00761132,0.00758251,-0.000592464,-0.0045358,-0.0011648,-1.16854e-05,1.07732e-05,0.000702299,-0.000702609
0.0011893,0.00759759,0.00757683,-0.000594155,-0.00452251,-0.00116575,-1.55975e-06,1.68478e-06,0.000699342,-0.000699135
0.00120129,0.00759066,0.00758512,-0.000594961,-0.00450672,-0.00116665,-6.02412e-06,-6.55652e-07,0.000689906,-0.000690274
0.00122404,0.00755568,0.00759801,-0.000590742,-0.00449845,-0.00116651,-8.8545e-06,4.44054e-06,0.000697382,-0.000697496
0.00125384,0.00754534,0.00759458,-0.000592245,-0.00449949,-0.00116588,-2.07607e-06,6.61108e-06,0.000701698,-0.00070165
0.00125341,0.00753574,0.00760245,-0.000591553,-0.00448071,-0.00116556,-4.60303e-06,2.71917e-05,0.000690579,-0.000690585
0.00121417,0.00752019,0.00760206,-0.000593641,-0.00449024,-0.00116621,-3.20528e-06,2.38938e-05,0.000698126,-0.000698437
0.00125179,0.0075258,0.00759754,-0.000594667,-0.00449653,-0.00116644,-1.62307e-05,1.21274e-05,0.000696559,-0.000696585
0.00121464,0.00753964,0.00758988,-0.00059712,-0.00450942,-0.00116797,-3.00643e-06,2.07008e-05,0.000705103,-0.00070533
0.00123153,0.00754148,0.0075851,-0.000598489,-0.00451208,-0.00116769,-4.27186e-06,5.24224e-06,0.000698202,-0.000698233
0.00120544,0.00756341,0.0075852,-0.000597091,-0.00452231,-0.00116682,-3.01477e-06,2.72715e-05,0.000705673,-0.000705788
0.00125223,0.00756063,0.00757931,-0.000596073,-0.00452487,-0.00116677,8.85539e-07,-1.15774e-06,0.000700093,-0.000699912
0.00119849,0.00757778,0.00758201,-0.000596232,-0.00453048,-0.00116738,3.12347e-06,1.44913e-05,0.000703103,-0.000702948
0.00121068,0.00759117,0.00757813,-0.000593651,-0.00453101,-0.00116501,-1.61562e-06,1.3092e-05,0.000698831,-0.000698679
0.00122287,0.00758834,0.00757646,-0.000593168,-0.0045339,-0.00116352,-1.51482e-06,1.76059e-06,0.000699403,-0.000699179
0.00118419,0.00757243,0.00757754,-0.00059343,-0.00454337,-0.00116412,-2.97478e-06,2.49247e-05,0.000699644,-0.000699517
0.00116738,0.00758427,0.00756869,-0.000595873,-0.0045409,-0.00116571,6.70395e-07,1.74606e-06,0.000706793,-0.000706862
0.00119565,0.0075914,0.00756727,-0.000596574,-0.00453369,-0.00116487,-3.48189e-06,2.15223e-05,0.000702571,-0.000702452
0.00120552,0.00756175,0.00757687,-0.000594613,-0.00452865,-0.00116428,-7.1199e-07,1.69514e-05,0.000697255,-0.000697646
0.00118296,0.00755722,0.00757586,-0.00059648,-0.00452388,-0.00116371,-3.95707e-07,-1.01266e-06,0.000703369,-0.000703475
0.00121663,0.00755595,0.00757359,-0.000596819,-0.00452785,-0.00116377,-1.17698e-06,1.37919e-05,0.000703187,-0.000703502
0.00117946,0.00756478,0.00756763,-0.000596703,-0.00453906,-0.00116337,9.29742e-07,-6.23829e-07,0.000699834,-0.000700301
0.00125148,0.00756571,0.00756448,-0.000598936,-0.0045444,-0.00116415,2.21937e-07,6.92629e-06,0.000707565,-0.000707593
0.00121155,0.00755835,0.00756338,-0.000600026,-0.0045475,-0.00116528,-7.08703e-06,1.81947e-05,0.000704621,-0.000704736
0.00120906,0.0075568,0.00755514,-0.000600012,-0.00453945,-0.00116607,-5.72214e-07,1.29474e-05,0.000698274,-0.00069805
0.00122318,0.00756644,0.00755192,-0.000600521,-0.00454228,-0.00116677,-1.88812e-05,7.72225e-06,0.000699901,-0.000699706
0.0011743,0.00755507,0.00755428,-0.00060068,-0.00454696,-0.00116746,-5.26127e-06,9.73266e-07,0.000699906,-0.000700171
0.00114429,0.00756426,0.00755114,-0.000599192,-0.00454874,-0.00116715,-1.34872e-05,1.1599e-05,0.000699623,-0.000699948
0.00115809,0.00758171,0.00754496,-0.000597575,-0.00455537,-0.0011657,-5.81252e-06,-6.68904e-07,0.000702394,-0.000702725
0.00119588,0.00757899,0.00754994,-0.0005942,-0.00455747,-0.00116525,-6.03626e-06,9.56228e-06,0.000703409,-0.000703627
0.00120781,0.00756025,0.00755459,-0.000595714,-0.0045513,-0.00116529,-9.10767e-07,3.97077e-06,0.000706056,-0.000706017
0.00123185,0.00757102,0.00755564,-0.000589077,-0.00455556,-0.00116367,-4.54128e-06,1.38076e-06,0.000697014,-0.000697275
0.0011996,0.00755395,0.00755478,-0.000587069,-0.00455649,-0.00116126,-6.43234e-06,2.08631e-05,0.000700003,-0.000700025
0.00123099,0.00756179,0.00755007,-0.000589385,-0.00455378,-0.00116192,-9.40403e-07,1.64263e-05,0.000706043,-0.00070615
0.00124245,0.00756377,0.00754984,-0.000588809,-0.00455133,-0.00116147,-6.86585e-06,1.82206e-05,0.000701113,-0.000701248
0.001187,0.00755837,0.00755644,-0.000589536,-0.00453902,-0.00116045,-3.65449e-06,4.27916e-06,0.000694403,-0.000694853
0.00126513,0.00756435,0.00756777,-0.000587641,-0.00451738,-0.00115934,-5.67183e-06,9.88622e-07,0.000692052,-0.000691981
0.00122268,0.00754623,0.00757672,-0.000587768,-0.00451603,-0.00115901,-1.02709e-05,1.87254e-07,0.000699394,-0.00069956
0.00118571,0.00755016,0.00758057,-0.00058531,-0.00451923,-0.00115849,-5.93065e-06,2.37764e-06,0.000698907,-0.000699118
0.00120333,0.00755196,0.00757841,-0.000583158,-0.0045202,-0.00115686,-1.88846e-07,6.44416e-06,0.000699936,-0.00070027
0.00116848,0.0075531,0.00758898,-0.000583909,-0.00450674,-0.00115758,1.17794e-06,2.31272e-05,0.00069194,-0.000692427
0.00118331,0.00756047,0.00759269,-0.000581971,-0.00450066,-0.00115717,-1.23593e-05,2.10267e-05,0.000700243,-0.000700444
0.00120755,0.00758413,0.00759327,-0.000582205,-0.00449971,-0.0011557,-9.46572e-06,3.70459e-08,0.000696066,-0.00069628
0.00117553,0.00756302,0.00760947,-0.000580897,-0.00449449,-0.00115548,-8.45794e-06,2.79272e-05,0.000701782,-0.000701975
0.00120082,0.00756339,0.00760459,-0.000582455,-0.0044913,-0.00115667,-1.9123e-06,1.31132e-06,0.000699845,-0.000699622
0.00118193,0.00758661,0.00759674,-0.000584947,-0.00449186,-0.00115831,-4.62617e-06,8.56833e-06,0.000705688,-0.000705581
0.00116455,0.00761204,0.00759196,-0.00058728,-0.00449517,-0.00115813,-1.03577e-05,-2.75743e-07,0.000707834,-0.000708021
0.00122678,0.0075973,0.00759495,-0.000589187,-0.00449498,-0.0011591,1.2447e-06,2.94459e-06,0.000705872,-0.000706061
0.00117771,0.00760477,0.00759158,-0.000589167,-0.00449381,-0.00115916,2.68886e-07,1.48022e-05,0.000703738,-0.00070393
0.00119552,0.00759423,0.00759578,-0.000589349,-0.00448983,-0.0011589,-9.08993e-06,1.35511e-05,0.0007068,-0.000706808
0.00125844,0.00758776,0.00759204,-0.000583254,-0.00450017,-0.00115715,-1.25074e-06,1.0063e-05,0.000700091,-0.000700117
0.00118966,0.00758351,0.00758841,-0.000586026,-0.00452103,-0.00115839,-4.46952e-06,5.12007e-06,0.00070074,-0.000701143
0.00121858,0.00757906,0.00758528,-0.000584469,-0.00453259,-0.00115787,-2.12514e-06,2.39905e-05,0.000697876,-0.000698216
0.00121417,0.00759307,0.00757708,-0.000583241,-0.00454696,-0.00115849,-1.61211e-05,-2.81198e-06,0.000699786,-0.000700201
0.00123259,0.00757114,0.0075745,-0.000585187,-0.00454977,-0.00115865,-4.11652e-06,1.54992e-05,0.000707996,-0.000707962
0.00122558,0.00757191,0.00756684,-0.000581536,-0.00455203,-0.00115479,-8.35915e-06,-2.40327e-06,0.000693704,-0.000693609
0.00123826,0.00754821,0.00756447,-0.000582624,-0.00455477,-0.00115463,-3.36347e-06,4.09903e-05,0.000706461,-0.000706436
0.00127606,0.00753902,0.00756176,-0.000582623,-0.00455745,-0.00115534,-8.1647e-07,-1.03858e-06,0.000696709,-0.000697018
0.00122939,0.0075571,0.00755137,-0.000582527,-0.00456205,-0.00115623,-2.32775e-07,2.79622e-06,0.000706446,-0.000706648
0.00121153,0.00754782,0.00755605,-0.000579501,-0.00456443,-0.00115614,-7.37334e-06,1.97283e-05,0.000703696,-0.000703998
0.00117942,0.00753223,0.00755825,-0.000574635,-0.00456482,-0.00115519,7.76439e-07,-3.27285e-08,0.000698368,-0.000698731
0.00121101,0.00754876,0.00755357,-0.000575844,-0.00455347,-0.00115565,-9.05341e-06,-2.83641e-07,0.000698536,-0.000698049
0.00118947,0.0075304,0.00756908,-0.000576084,-0.00453507,-0.00115629,4.19853e-07,4.10411e-06,0.00069281,-0.000692811
0.00120666,0.00752581,0.00758206,-0.00057617,-0.00451259,-0.00115708,-1.92439e-06,3.49322e-06,0.00069169,-0.00069169
