q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
0.00117301,0.00753966,0.00757121,-0.000606825,-0.00451786,-0.001164,-1.40887e-05,9.50162e-07,0.00069823,-0.00069856
0.00122743,0.00754421,0.0075674,-0.000608014,-0.00453322,-0.00116484,-3.595e-06,2.31794e-06,0.000697632,-0.000697977
0.00120615,0.00754645,0.00756569,-0.000607569,-0.00454203,-0.00116453,-6.19692e-06,1.48862e-05,0.000705391,-0.000705564
0.00123847,0.00754165,0.00756452,-0.000605319,-0.00455129,-0.00116348,-6.37654e-06,4.87684e-06,0.000697585,-0.000698038
0.00122691,0.0075467,0.00756094,-0.000606649,-0.00455928,-0.00116499,-3.03481e-06,1.74649e-05,0.000704765,-0.000704905
0.00120372,0.00754245,0.00755414,-0.000606539,-0.00455716,-0.00116529,-2.38261e-06,1.54408e-06,0.000697984,-0.000697858
0.00123594,0.00756728,0.00755447,-0.000607309,-0.00454524,-0.00116559,-3.72693e-06,-2.16809e-07,0.000696278,-0.000696108
0.00121856,0.00753061,0.00756912,-0.000607623,-0.00452256,-0.00116592,-7.13135e-07,1.33278e-05,0.000691793,-0.00069185
0.00120578,0.00754691,0.00757643,-0.000609058,-0.00451565,-0.00116346,-7.7793e-07,4.56198e-06,0.000699381,-0.00069901
0.00119644,0.00754151,0.00759067,-0.000608759,-0.00449343,-0.00116399,-2.14141e-06,-3.74161e-07,0.000690865,-0.000690927
0.00120503,0.00752902,0.0076039,-0.000608857,-0.00447131,-0.00116457,-6.52081e-07,2.29831e-06,0.000691033,-0.000691068
0.00122375,0.00753019,0.00761425,-0.00060936,-0.00444858,-0.00116556,-6.72703e-08,1.1955e-06,0.000693241,-0.00069323
0.00124981,0.00753463,0.00762635,-0.000609625,-0.00442611,-0.00116622,-3.50209e-07,7.0692e-07,0.000691471,-0.00069149
0.00122822,0.0075418,0.00763764,-0.000609641,-0.00440335,-0.0011664,1.93767e-07,8.04889e-07,0.00069248,-0.00069251
0.00125407,0.00755611,0.00764771,-0.000609662,-0.0043804,-0.00116678,9.65072e-07,2.56056e-06,0.000692024,-0.000692027
0.00126972,0.00756491,0.00765931,-0.000609941,-0.00435775,-0.00116763,-4.01654e-06,1.81572e-06,0.000692265,-0.000692275
0.00124429,0.00757688,0.00767073,-0.000609983,-0.00433471,-0.00116799,-1.95885e-07,3.033e-06,0.000693978,-0.000693999
0.00124454,0.00758527,0.00768295,-0.000609772,-0.00431182,-0.00116864,-2.7155e-06,2.50012e-07,0.000694074,-0.000694071
0.00125982,0.0075938,0.00769494,-0.000609932,-0.00428882,-0.00116948,-1.16376e-06,3.62986e-07,0.000692937,-0.00069295
0.00127555,0.00759511,0.00770625,-0.000610189,-0.00426585,-0.00117046,1.16939e-07,-1.85318e-07,0.000693329,-0.000693345
0.0012286,0.00759924,0.00771749,-0.000610225,-0.00424271,-0.00117124,3.84276e-07,-6.23816e-08,0.000693725,-0.000693705
0.00126748,0.00759525,0.0077283,-0.000610442,-0.00421973,-0.00117218,1.09563e-07,4.14889e-07,0.000693526,-0.000693537
0.00121737,0.00759508,0.00773866,-0.000610458,-0.0041965,-0.00117276,4.01031e-07,-4.95543e-07,0.000692892,-0.000692907
0.00121555,0.00759041,0.00774712,-0.000610794,-0.00417323,-0.00117331,-5.21673e-07,1.67905e-06,0.000693479,-0.000693474
0.00122935,0.00758043,0.00775752,-0.000610932,-0.00415017,-0.00117404,1.45365e-06,5.29313e-07,0.000693448,-0.000693472
0.00124819,0.00757671,0.00776666,-0.000611043,-0.0041267,-0.00117486,-7.51087e-07,9.72323e-09,0.000693693,-0.000693679
0.00120524,0.00757097,0.00777568,-0.000610992,-0.00410387,-0.00117522,-3.41552e-06,-7.72458e-07,0.000692438,-0.000692426
0.0012122,0.00756025,0.00778492,-0.000611295,-0.0040806,-0.00117631,-1.88411e-07,1.78626e-06,0.000692511,-0.000692526
0.00120872,0.00755503,0.00779309,-0.00061157,-0.00405755,-0.00117664,-7.59379e-08,1.84702e-06,0.00069151,-0.000691534
0.00122196,0.00755106,0.00780044,-0.000611741,-0.0040342,-0.00117749,6.08963e-07,1.44254e-06,0.000693734,-0.000693709
0.00123845,0.00755235,0.00780852,-0.000611904,-0.00401136,-0.00117792,-4.481e-06,-7.94676e-07,0.000693003,-0.000692985
0.00121572,0.00755918,0.007815,-0.000608844,-0.0040125,-0.00117537,-4.11592e-06,-2.15709e-06,0.000692901,-0.000693282
0.00123755,0.00758032,0.00781488,-0.000609228,-0.00403274,-0.00117525,-3.1269e-06,6.77343e-06,0.000698542,-0.000698156
0.00125794,0.0075827,0.00781895,-0.000607542,-0.00402734,-0.00117339,-6.03976e-06,2.60877e-05,0.000695507,-0.00069537
0.00121639,0.00758187,0.00782475,-0.000607706,-0.00400795,-0.00117334,-3.77489e-06,1.1352e-06,0.000693579,-0.000693758
0.00120662,0.00757867,0.00783266,-0.000607711,-0.00398641,-0.00117391,4.72625e-07,-1.43022e-06,0.000693417,-0.000693351
0.00122694,0.00757625,0.00784021,-0.000607603,-0.00396432,-0.00117395,1.16632e-06,5.45489e-07,0.000693863,-0.00069382
0.0012396,0.00756557,0.00784624,-0.000608161,-0.00394088,-0.00117411,-1.18535e-06,-5.65969e-07,0.000692661,-0.000692664
0.00123883,0.00755688,0.00785393,-0.000608599,-0.00391805,-0.00117453,-7.98729e-07,1.34879e-06,0.000692642,-0.000692648
0.00122006,0.00757042,0.00785361,-0.000608457,-0.0039283,-0.00117227,-6.73852e-06,1.6784e-05,0.000696116,-0.000696299
0.00124611,0.00757857,0.00785581,-0.000607841,-0.00399581,-0.00117147,4.49303e-07,-2.60347e-08,0.000695382,-0.000695723
0.00122092,0.00759878,0.00785665,-0.000608712,-0.00406751,-0.00117099,-3.66391e-06,3.3397e-05,0.000695071,-0.000694878
0.00119259,0.00763769,0.00784512,-0.000610731,-0.00416093,-0.00117111,-5.99573e-06,1.34571e-05,0.000708563,-0.000708866
0.00121284,0.00765967,0.00783169,-0.000612015,-0.00424721,-0.00117066,-1.4886e-05,1.68908e-05,0.000708198,-0.000708502
0.00118986,0.0076754,0.00781878,-0.000611723,-0.00432754,-0.00116967,1.97868e-06,8.19518e-06,0.000704591,-0.000705019
0.00117151,0.00765545,0.00780563,-0.000613322,-0.00439651,-0.00117047,3.3076e-07,9.21048e-06,0.000701335,-0.000701303
0.00116289,0.00764675,0.00779357,-0.000613618,-0.00447043,-0.00117122,-3.54021e-06,2.5108e-06,0.000703082,-0.000703486
0.00118395,0.00762371,0.00778088,-0.000614138,-0.00452552,-0.00117196,-7.87068e-06,1.79361e-05,0.000707836,-0.000708102
0.00115067,0.00759675,0.00776542,-0.000611798,-0.00455571,-0.0011714,-2.39579e-06,-1.61628e-06,0.000703592,-0.000704091
0.00116774,0.00753803,0.00775603,-0.000613946,-0.0045712,-0.00117244,-2.21905e-05,2.79968e-06,0.000705903,-0.000706207
0.00118517,0.00751024,0.00774758,-0.000614168,-0.0045587,-0.00117251,-3.36828e-06,8.06136e-07,0.00069559,-0.000695576
0.00114295,0.00746278,0.00774429,-0.00061118,-0.00454557,-0.00117108,-8.79229e-06,1.29806e-05,0.000691243,-0.00069152
0.00120355,0.00742735,0.00773289,-0.000611603,-0.0045409,-0.00117208,2.48564e-06,4.13885e-06,0.000702349,-0.000702459
0.00121893,0.00742639,0.00771216,-0.000611659,-0.00453507,-0.00117131,-1.34118e-06,6.4709e-06,0.000696847,-0.000696772
0.00120276,0.0074222,0.00771607,-0.000610916,-0.00452209,-0.00117099,-1.55892e-05,9.88878e-07,0.000685854,-0.000686312
0.00122413,0.00741953,0.00771881,-0.000608942,-0.00450823,-0.00117094,-1.16025e-05,1.09596e-05,0.00069115,-0.000691069
0.00125282,0.00747163,0.00770582,-0.0006092,-0.00451012,-0.00117149,-6.28517e-06,1.02138e-06,0.000696637,-0.000696406
0.00127919,0.00751046,0.00769767,-0.000604766,-0.00451559,-0.00116972,2.50197e-06,4.18479e-06,0.000695261,-0.000695041
0.0012603,0.00755111,0.00768905,-0.000606721,-0.00453247,-0.00117014,1.62438e-06,5.38247e-06,0.000705574,-0.000705822
0.00123522,0.00758819,0.00767968,-0.000606531,-0.00453638,-0.00117056,-8.15537e-07,7.5995e-06,0.000698996,-0.000698895
0.00122256,0.00763441,0.00767203,-0.000607253,-0.00454042,-0.00117129,-1.73239e-05,-2.99229e-06,0.000702887,-0.000702695
0.00119954,0.00764716,0.00767008,-0.000608141,-0.00454353,-0.00116932,1.98128e-06,8.48262e-06,0.000700754,-0.00070076
0.00123048,0.0076631,0.00766501,-0.000608974,-0.00454797,-0.00116945,-1.2962e-05,2.28976e-05,0.000702218,-0.000702305
0.00120079,0.00766474,0.00766191,-0.000609046,-0.00455516,-0.00117035,-7.06504e-07,8.92969e-07,0.000701863,-0.000701898
0.00123252,0.00766816,0.00766106,-0.000611663,-0.00455784,-0.00117026,-1.71275e-05,5.52431e-06,0.000704342,-0.000704299
0.00120336,0.00762525,0.0076745,-0.00061116,-0.00454265,-0.00116994,-2.36129e-06,3.48769e-05,0.000700674,-0.000700891
0.00122278,0.00760562,0.00766759,-0.00061095,-0.00453247,-0.00116956,-5.8797e-06,1.06325e-06,0.000705408,-0.000705163
0.00118073,0.00757008,0.00767554,-0.000610376,-0.00451238,-0.00116846,1.16408e-06,2.53906e-05,0.000696777,-0.000696952
0.00121721,0.00752809,0.00767361,-0.000612049,-0.00450185,-0.00116669,-6.61954e-06,7.19972e-06,0.00069783,-0.00069813
0.00123684,0.00752591,0.00766491,-0.000613589,-0.00448807,-0.00116712,-1.54994e-06,2.90273e-06,0.000697762,-0.000697469
0.00120208,0.00748353,0.00767273,-0.000613808,-0.00447708,-0.00116653,-3.93398e-06,2.80786e-05,0.000692113,-0.00069256
0.00120136,0.00750094,0.00766241,-0.000612912,-0.00448362,-0.00116703,-4.87411e-06,-1.59714e-06,0.000696842,-0.000697141
0.00124151,0.00751867,0.00765152,-0.000612884,-0.00447681,-0.00116657,-6.11015e-06,-5.40483e-06,0.000692176,-0.000691973
0.0012225,0.00749218,0.00765512,-0.00061309,-0.00447423,-0.0011665,-1.09258e-05,2.69751e-05,0.000694835,-0.000694817
0.00125187,0.00753629,0.0076432,-0.000613461,-0.00448224,-0.00116708,-4.41013e-06,-1.25429e-06,0.000697672,-0.000697494
0.00122277,0.00755789,0.00764205,-0.000611501,-0.00449876,-0.00116624,-6.04107e-06,2.37879e-05,0.000703606,-0.00070395
0.00118925,0.00756141,0.00763861,-0.00060982,-0.00451251,-0.00116534,1.63229e-06,6.10267e-06,0.000698195,-0.000698589
0.00120208,0.00760747,0.00762776,-0.000610122,-0.00453032,-0.0011659,-6.9783e-06,1.01235e-06,0.000708368,-0.000708568
0.00120291,0.00760207,0.00763083,-0.000610115,-0.00453657,-0.00116637,-1.55626e-05,2.75069e-06,0.000704837,-0.000705034
0.00120561,0.00761206,0.00762948,-0.000607257,-0.00454192,-0.00116545,3.26361e-06,1.25291e-05,0.000700519,-0.000700754
0.00111986,0.00762305,0.00762909,-0.00060521,-0.00454181,-0.00116445,-1.02825e-05,1.91245e-05,0.000696587,-0.000696907
0.00115669,0.00760416,0.00762751,-0.000607243,-0.0045308,-0.00116599,7.37126e-07,3.25093e-06,0.000709235,-0.000709215
0.0011675,0.00759454,0.00762119,-0.000607929,-0.00452821,-0.00116582,-2.99557e-06,8.39151e-06,0.000698671,-0.000699004
0.00118707,0.00758713,0.0076174,-0.000608067,-0.00453336,-0.00116508,-2.68209e-06,1.96099e-05,0.000697047,-0.000697395
0.00115117,0.00757895,0.0076123,-0.000606346,-0.00454445,-0.00116406,2.56398e-07,-1.18885e-06,0.00069981,-0.000700237
0.00118102,0.00757274,0.00760758,-0.000607515,-0.00455218,-0.00116481,4.16047e-07,6.34057e-06,0.000705982,-0.0007062
0.0012092,0.00755428,0.00760198,-0.000609407,-0.00454813,-0.00116534,-1.23846e-06,1.65636e-05,0.000700946,-0.000700888
0.00119899,0.00754312,0.0076111,-0.000609881,-0.00453102,-0.00116636,-1.28667e-06,4.57969e-06,0.000693559,-0.000693848
0.00118503,0.0075341,0.00761447,-0.000608613,-0.00452401,-0.00116411,-9.43806e-06,7.60961e-06,0.000696302,-0.00069647
0.00124209,0.00751509,0.00761179,-0.000610665,-0.00452457,-0.0011652,2.52391e-06,3.06827e-06,0.000703684,-0.000703972
0.00120234,0.0075192,0.0076085,-0.000610998,-0.0045275,-0.0011657,-8.98981e-07,2.81166e-05,0.000704449,-0.000704369
0.00123875,0.00753077,0.00759626,-0.000612704,-0.00453294,-0.00116629,-3.72372e-06,-1.16016e-06,0.00069945,-0.000699569
0.00125117,0.00754491,0.00759132,-0.000613123,-0.00453702,-0.00116714,1.75624e-06,1.46394e-05,0.000703217,-0.000703207
0.00123869,0.00755537,0.00759602,-0.000613276,-0.00451992,-0.00116728,-1.2681e-05,1.19193e-05,0.000693187,-0.000693677
0.00119981,0.00754193,0.00760868,-0.000612835,-0.00451231,-0.00116659,-9.90667e-06,1.97684e-05,0.000701892,-0.000701928
0.00124775,0.00754461,0.00760789,-0.000607577,-0.00451251,-0.00116507,-5.98594e-06,8.00016e-06,0.000696756,-0.000696675
0.00121883,0.00756703,0.00760495,-0.000609974,-0.00452598,-0.00116639,-3.04116e-06,1.99021e-05,0.00069825,-0.000698617
0.00123323,0.00758232,0.00760316,-0.000609276,-0.00453283,-0.00116594,-5.57004e-06,4.39041e-06,0.000699593,-0.000700054
0.00121032,0.00759257,0.00759872,-0.000609906,-0.00453864,-0.00116669,6.3518e-07,1.38245e-05,0.000706771,-0.000707018
0.00123165,0.00760737,0.00759385,-0.00060688,-0.00454154,-0.00116513,-9.76986e-06,1.12273e-05,0.000699377,-0.000699745
0.00120112,0.00760123,0.00759241,-0.000607508,-0.00454857,-0.00116312,-2.10667e-06,-6.85726e-07,0.000700219,-0.000700643
0.00121208,0.00760476,0.00758564,-0.000609408,-0.00454453,-0.00116424,-7.8167e-07,4.36054e-06,0.000709236,-0.00070918
0.00122312,0.00760149,0.00758654,-0.000606438,-0.0045519,-0.00116369,-1.41937e-05,1.11975e-05,0.000698192,-0.000698542
0.00117828,0.00759679,0.00758774,-0.000606425,-0.00454402,-0.00116382,-1.15371e-06,-2.43336e-07,0.000700179,-0.000700164
0.00119797,0.00755249,0.00760218,-0.000606649,-0.00452729,-0.00116462,7.28886e-07,2.29103e-05,0.000698078,-0.000698359
0.00117414,0.00754879,0.00759581,-0.000603735,-0.00452493,-0.00116442,-1.30944e-05,1.77989e-06,0.000698031,-0.000698216
0.00118034,0.00755686,0.00758888,-0.000603883,-0.00453064,-0.00116429,-5.0267e-06,6.28065e-07,0.000701565,-0.000701872
0.00120449,0.00754747,0.00759,-0.000603624,-0.00452538,-0.00116365,-9.84531e-06,4.53691e-06,0.000700042,-0.00069997
0.00121589,0.00752557,0.00759965,-0.000601986,-0.00450584,-0.00116393,2.28511e-06,5.22431e-06,0.000692352,-0.000692405
0.00124822,0.00752853,0.00760469,-0.000601656,-0.0044975,-0.00116352,-2.01448e-06,1.35911e-05,0.000699465,-0.000699086
0.00122893,0.00752314,0.00761355,-0.000601583,-0.00448112,-0.0011633,-9.13554e-06,2.47529e-05,0.000693611,-0.00069352
0.00119348,0.00752117,0.00762252,-0.00060002,-0.00446793,-0.00116224,-5.2425e-06,7.9221e-06,0.000693833,-0.000694175
0.00117178,0.00752968,0.00762133,-0.00060064,-0.00447144,-0.00116172,4.65773e-07,1.10655e-05,0.00070488,-0.000704999
0.00119591,0.00756061,0.00761398,-0.000600522,-0.00448733,-0.00116206,-7.72874e-06,-7.19057e-07,0.000706032,-0.000706287
0.0012052,0.00758025,0.00760747,-0.000602514,-0.00449699,-0.00116172,-6.74119e-06,4.39571e-06,0.000699446,-0.00069935
0.00118619,0.00760083,0.00760818,-0.000601528,-0.00451264,-0.00116117,-1.03381e-05,4.52056e-06,0.000706656,-0.00070705
0.0012065,0.00761395,0.00760978,-0.000602061,-0.0045184,-0.0011613,-9.63501e-07,2.53329e-05,0.00070905,-0.000709057
0.00120843,0.00763077,0.00760867,-0.000601792,-0.0045155,-0.00116181,-6.48756e-06,-1.40367e-07,0.000702364,-0.00070212
0.00122483,0.00761529,0.00762433,-0.000600073,-0.00450569,-0.00116192,1.99207e-06,1.01684e-05,0.000704338,-0.000704397
0.00121673,0.00759219,0.00762982,-0.000598763,-0.00450281,-0.00116102,-2.39933e-06,1.62536e-05,0.000707262,-0.00070718
0.00122974,0.00760954,0.00761895,-0.000598816,-0.0045066,-0.001162,-4.5331e-06,-1.71079e-06,0.000700403,-0.000700266
0.00124075,0.00758892,0.00762644,-0.000600139,-0.00451523,-0.00116188,-3.91488e-06,2.13493e-05,0.000704796,-0.000704823
0.00124948,0.00758855,0.0076264,-0.000599181,-0.00451415,-0.00116036,-1.40184e-06,1.30759e-06,0.000700765,-0.000700662
0.00120887,0.00755886,0.00763802,-0.000596309,-0.00449561,-0.00115889,-2.43167e-06,2.79079e-05,0.000693342,-0.000693303
0.00122158,0.00753655,0.00765004,-0.000596232,-0.00447304,-0.00115929,3.70542e-07,5.76518e-07,0.000690152,-0.000690213
0.00122705,0.00750779,0.00765318,-0.000594156,-0.00446273,-0.00115936,2.98242e-07,1.97164e-05,0.000703685,-0.000703708
0.00125323,0.00752139,0.00764632,-0.000593232,-0.00446863,-0.00115797,-5.51195e-06,1.45236e-05,0.000703078,-0.000703239
0.00120727,0.00752896,0.0076367,-0.000595184,-0.00448308,-0.0011598,-3.26062e-06,1.76799e-05,0.000698356,-0.000698697
0.00122601,0.00754619,0.00763112,-0.000592974,-0.0044988,-0.00115979,-1.24747e-05,2.97391e-06,0.00069774,-0.000698147
0.00118486,0.00756369,0.00762831,-0.00059368,-0.00451458,-0.00115953,-2.40773e-06,1.95605e-05,0.000702819,-0.000703154
0.00122257,0.00757684,0.007618,-0.000592321,-0.00451358,-0.00115894,-1.69624e-06,-4.76376e-07,0.000700695,-0.000701141
0.00119754,0.00759705,0.0076119,-0.000590504,-0.00452218,-0.00115976,6.73619e-07,1.70698e-07,0.000699428,-0.000699695
0.00120542,0.00759352,0.00760764,-0.000588723,-0.00452628,-0.00116026,-5.61283e-06,2.16978e-05,0.000701862,-0.000702207
0.00118644,0.00760603,0.00760255,-0.000589302,-0.00452484,-0.00116098,-2.98404e-06,7.35524e-06,0.000702913,-0.000702727
0.00119563,0.00757366,0.00761461,-0.000589372,-0.00451058,-0.00116051,-1.3119e-06,2.73587e-05,0.000700837,-0.000701004
0.00117992,0.00757642,0.0076127,-0.000585994,-0.0045121,-0.00116048,2.24658e-07,-6.52245e-07,0.000695039,-0.000695122
0.00118109,0.00756116,0.00761676,-0.000583487,-0.00451466,-0.00116003,-4.23606e-06,2.15973e-05,0.000697914,-0.000698262
0.00119372,0.00757055,0.00760882,-0.000581419,-0.0045197,-0.00115962,-9.27393e-06,-4.88876e-07,0.000701597,-0.000701866
0.00122907,0.00756406,0.00760608,-0.000583336,-0.00452804,-0.00116055,-1.35278e-06,4.68762e-06,0.000706123,-0.000706334
0.00118775,0.00755624,0.00759625,-0.000585463,-0.00453053,-0.00116215,-1.56241e-06,-2.86019e-07,0.000700553,-0.000700773
0.00118966,0.00757685,0.00758894,-0.000585876,-0.00453244,-0.00116128,-1.04811e-05,1.63199e-05,0.000702609,-0.00070292
0.00121022,0.00754521,0.0075899,-0.00058394,-0.00453166,-0.0011607,3.37854e-07,3.4085e-06,0.000696439,-0.000696472
0.00119609,0.00755317,0.00758486,-0.000584977,-0.00454343,-0.00116146,-2.50353e-06,2.16792e-05,0.000700157,-0.00070048
0.00120903,0.00754949,0.00758216,-0.000581622,-0.00454421,-0.00116013,-2.51343e-07,5.38581e-06,0.000697491,-0.000697559
0.00123219,0.00755757,0.00757795,-0.000582545,-0.00454912,-0.00116022,1.02274e-06,3.42305e-06,0.000699428,-0.000699729
0.00121158,0.00755737,0.0075758,-0.000582855,-0.00454965,-0.00116066,-8.03295e-07,2.08246e-05,0.000703665,-0.000703643
0.00123631,0.00755818,0.00757325,-0.000583621,-0.00455223,-0.00116048,-9.3615e-06,3.4897e-06,0.000702978,-0.000703299
0.00121387,0.00754992,0.00756987,-0.000584101,-0.00455041,-0.00116116,1.26582e-06,4.19471e-06,0.000696904,-0.000696813
0.00117214,0.00755997,0.00756556,-0.000584686,-0.00455042,-0.00116167,-1.78526e-05,1.47324e-05,0.000700297,-0.000700269
0.00123409,0.00756883,0.00756078,-0.000586451,-0.00455593,-0.00116273,1.0042e-06,6.56465e-06,0.00070141,-0.000701267
0.00118455,0.00756159,0.00756222,-0.000584176,-0.00456627,-0.00116185,-4.85869e-06,1.14781e-05,0.000697642,-0.000698132
0.00120093,0.0075771,0.00755635,-0.000585437,-0.00457018,-0.0011629,-1.2436e-06,-7.62452e-07,0.000704561,-0.000704433
0.00120505,0.00756872,0.00756065,-0.000583969,-0.00457115,-0.00116268,-9.59394e-06,1.90481e-05,0.000705399,-0.000705679
0.00117782,0.00756514,0.007557,-0.000584842,-0.00456906,-0.00116227,1.26255e-06,2.05739e-06,0.000706452,-0.000706585
0.00121659,0.00757795,0.0075441,-0.000585146,-0.00455905,-0.00116275,8.99859e-07,5.29013e-06,0.000700112,-0.00070002
0.00121953,0.00756476,0.00755038,-0.000581221,-0.00455734,-0.00116091,-2.91819e-06,5.0777e-06,0.000699437,-0.000699454
0.00121187,0.00756143,0.00754924,-0.000583562,-0.00456329,-0.00116251,-1.01733e-05,1.31116e-07,0.00070071,-0.000700893
0.00122455,0.00756278,0.0075479,-0.000583661,-0.00456345,-0.00116259,-9.73315e-07,2.47855e-06,0.000705128,-0.00070516
0.00123531,0.00756404,0.00754685,-0.000583784,-0.00456202,-0.00116264,-8.0217e-07,8.47936e-06,0.000707886,-0.000707868
0.00125582,0.00757139,0.00754023,-0.000582501,-0.0045547,-0.00116246,-1.50965e-06,-3.82157e-06,0.000699286,-0.000699131
0.00121237,0.00757478,0.00753938,-0.000583194,-0.00455831,-0.00116266,-4.1735e-06,7.36025e-06,0.000701733,-0.000702154
0.00122924,0.00757682,0.00753808,-0.000584039,-0.00455475,-0.00116305,-6.50303e-06,-1.19531e-06,0.000707318,-0.000707682
0.00124142,0.00755821,0.00754173,-0.000583099,-0.00455412,-0.00116322,-9.37566e-06,2.72103e-06,0.000698039,-0.000698252
0.00125975,0.00757841,0.00753579,-0.000580869,-0.00455318,-0.00116267,-2.50356e-06,7.0044e-06,0.000694628,-0.000694418
0.00120698,0.00756213,0.00753802,-0.000582173,-0.00455514,-0.00116283,8.52261e-08,9.87352e-07,0.000706478,-0.000706556
0.00125083,0.00757473,0.00753785,-0.000580883,-0.00455334,-0.00116251,-9.55337e-06,1.93479e-05,0.000706681,-0.000706905
0.0012469,0.00756848,0.00753759,-0.000582455,-0.00454405,-0.00116319,-5.33256e-06,1.89519e-06,0.000703824,-0.000703527
0.00124315,0.00756366,0.00754058,-0.000584007,-0.0045398,-0.00116234,-1.03458e-05,1.94438e-05,0.000699473,-0.000699208
0.00118941,0.00756996,0.00754732,-0.000582385,-0.00454555,-0.00116174,6.01389e-07,5.37387e-06,0.000704744,-0.00070504
0.00125155,0.00756829,0.00755052,-0.000583178,-0.00453711,-0.00116116,-2.57894e-06,1.44669e-05,0.000701092,-0.00070088
0.00121505,0.00754123,0.00756726,-0.000584114,-0.00452105,-0.00116143,9.28622e-07,2.93892e-05,0.00069818,-0.000698459
0.00118999,0.00755602,0.00756426,-0.000584424,-0.00452357,-0.00116156,-2.08451e-05,3.66494e-06,0.000703998,-0.000704065
0.0011907,0.00755658,0.00756503,-0.000583551,-0.00452856,-0.00116141,-4.38451e-07,5.31158e-06,0.000704455,-0.000704867
0.00117454,0.00756773,0.00756294,-0.000582921,-0.00453419,-0.00116086,-2.98532e-06,2.90566e-05,0.000699538,-0.000699878
0.00122903,0.00757183,0.00755223,-0.000584591,-0.00452357,-0.00116187,-1.34018e-05,5.69046e-06,0.000699838,-0.000699545
0.00121749,0.00758088,0.00755056,-0.000583931,-0.00452031,-0.00116222,3.58108e-08,1.64084e-05,0.000698534,-0.000698413
0.00121861,0.007585,0.00755676,-0.000584983,-0.00453041,-0.00116179,-5.46093e-06,8.77203e-06,0.000705819,-0.000706
0.00123291,0.00759326,0.00754991,-0.000584591,-0.00453793,-0.00116237,-3.15096e-06,6.77529e-06,0.000701822,-0.000701708
0.00124673,0.00760741,0.00754848,-0.000585165,-0.00454154,-0.00116255,-1.26593e-05,6.21696e-06,0.000699923,-0.000699764
0.00120131,0.00757808,0.00755869,-0.000585163,-0.00455087,-0.0011617,1.85945e-06,5.72864e-06,0.000698938,-0.000699307
0.00122964,0.00758622,0.00755844,-0.000583768,-0.00454688,-0.00116143,-4.41232e-06,1.9161e-06,0.000698242,-0.000698063
0.00123328,0.00756448,0.0075659,-0.000586405,-0.00454934,-0.00116183,1.86699e-06,1.35505e-05,0.000706205,-0.000706144
0.00121166,0.00755735,0.00755862,-0.000587312,-0.00454865,-0.0011633,-5.22119e-06,1.69752e-05,0.000700926,-0.000701242
0.00121794,0.00755857,0.00755406,-0.000588927,-0.00454287,-0.0011639,7.41137e-07,1.81934e-05,0.000702855,-0.000702995
0.00122042,0.00756352,0.0075533,-0.000589512,-0.00453017,-0.00116404,-1.3438e-06,2.16619e-07,0.000697644,-0.000697585
0.00117167,0.00754841,0.00756622,-0.000589335,-0.00451109,-0.00116435,-3.12937e-06,2.80888e-06,0.000694638,-0.000694991
0.00120173,0.00751299,0.00757163,-0.000590596,-0.00449957,-0.00116536,-4.14042e-06,2.34057e-05,0.000698266,-0.000698004
0.00122235,0.00754087,0.00756311,-0.000591278,-0.00450138,-0.00116652,-5.38111e-06,3.38677e-06,0.00069957,-0.000699612
0.0011921,0.00755763,0.00755974,-0.000591015,-0.00450724,-0.00116667,-9.08967e-06,-1.88897e-07,0.000700121,-0.000700413
0.00120225,0.00757091,0.00755935,-0.000591436,-0.00451624,-0.00116666,-8.89332e-06,2.36074e-06,0.000699143,-0.000699492
0.00119737,0.0075843,0.00755948,-0.00059226,-0.00452425,-0.0011667,1.71207e-06,2.60665e-06,0.000707435,-0.000707738
0.00121774,0.00758601,0.00755801,-0.000594902,-0.00452189,-0.0011665,-1.06176e-05,4.92325e-06,0.000701505,-0.000701347
0.00121696,0.00757667,0.00755989,-0.000593817,-0.00452194,-0.00116544,-1.27646e-06,1.1395e-05,0.000700545,-0.000700523
0.00118543,0.0075893,0.00756184,-0.000591038,-0.00452755,-0.00116464,3.24517e-06,2.3808e-05,0.000703584,-0.000703827
0.00117523,0.00761116,0.00755316,-0.000593835,-0.00452708,-0.00116544,-9.45743e-06,-3.92036e-06,0.000698877,-0.000699226
0.00120043,0.00758117,0.00755214,-0.000594993,-0.0045163,-0.00116561,-5.75908e-06,5.06978e-06,0.000700698,-0.00070048
0.0011968,0.00759397,0.00754997,-0.000593333,-0.00451184,-0.00116576,-5.41093e-06,2.08208e-05,0.000695883,-0.000695678
0.00116687,0.00757502,0.00755458,-0.000592277,-0.00452412,-0.00116506,-2.58478e-06,4.87892e-06,0.000699333,-0.000699766
0.00122041,0.0075676,0.00754553,-0.000594176,-0.00451876,-0.00116603,-1.23111e-06,5.27615e-06,0.000700263,-0.000699999
0.00122238,0.00758087,0.00754785,-0.00059185,-0.00452481,-0.00116558,7.98416e-07,2.23999e-05,0.000701143,-0.000701032
0.00122234,0.00755946,0.00756,-0.000591696,-0.0045022,-0.00116458,-1.5907e-06,3.85804e-06,0.000694036,-0.000694195
0.00116824,0.00754152,0.00756281,-0.000590727,-0.00450199,-0.00116437,-1.83499e-05,1.45229e-05,0.000703917,-0.000703982
